txt_fn,pedestrian,bicycle,car,motorcycle,bus,train,truck
000000104621.txt,1,0,1,2,0,0,0
000000188723.txt,1,0,0,0,1,0,0
000000499915.txt,1,3,0,0,0,0,0
000000225641.txt,0,0,0,4,0,0,0
000000164388.txt,0,0,0,0,0,1,0
000000453899.txt,0,0,0,0,1,0,1
000000280643.txt,1,0,0,0,0,0,1
000000445006.txt,0,0,0,0,2,0,0
000000073496.txt,0,0,1,0,0,0,0
000000170293.txt,0,0,1,0,0,0,0
000000166529.txt,0,0,1,0,1,0,0
000000074213.txt,0,0,0,3,0,0,0
000000097939.txt,1,0,0,1,0,0,0
000000293860.txt,1,0,0,0,2,0,0
000000042819.txt,1,0,0,0,0,1,0
000000096512.txt,1,0,0,1,6,0,0
000000062995.txt,1,0,0,0,0,0,2
000000417797.txt,1,1,0,0,0,0,0
000000559000.txt,0,0,0,0,0,1,0
000000271996.txt,1,0,0,0,0,0,3
000000131162.txt,0,0,1,0,0,0,0
000000094952.txt,1,0,0,0,0,1,0
000000119345.txt,0,0,0,0,0,1,0
000000256155.txt,1,1,0,0,0,0,0
000000036914.txt,0,0,0,0,0,0,3
000000454329.txt,1,0,0,0,1,0,0
000000071126.txt,1,0,1,1,0,0,0
000000337760.txt,0,0,0,0,0,0,1
000000305993.txt,1,0,0,0,0,0,1
000000403864.txt,0,0,0,0,0,1,0
000000553793.txt,0,0,1,0,0,0,0
000000529475.txt,0,0,1,0,0,0,4
000000175017.txt,0,0,0,0,0,0,1
000000037968.txt,1,0,1,0,0,0,2
000000249835.txt,1,2,1,0,0,0,1
000000248280.txt,1,0,0,1,0,0,0
000000083600.txt,1,0,1,0,1,0,0
000000500952.txt,0,0,0,0,0,1,0
000000431785.txt,0,0,1,0,0,0,1
000000369034.txt,1,0,0,0,0,0,1
000000353907.txt,1,0,1,13,0,0,0
000000240915.txt,1,1,0,0,0,0,0
000000406839.txt,1,0,1,0,0,0,1
000000101636.txt,0,5,1,0,0,0,0
000000513260.txt,0,0,0,0,0,1,0
000000215132.txt,0,0,1,0,0,0,0
000000212663.txt,1,2,0,0,2,0,0
000000371945.txt,0,0,0,0,0,1,0
000000410951.txt,1,0,0,0,0,2,0
000000471154.txt,1,0,1,0,0,0,2
000000127555.txt,0,0,1,0,0,0,0
000000129587.txt,0,0,0,1,0,0,0
000000392887.txt,1,0,1,0,0,0,1
000000038751.txt,1,0,1,0,0,0,1
000000533601.txt,0,0,1,1,0,0,0
000000240775.txt,1,0,1,0,2,0,0
000000274446.txt,0,0,1,0,0,0,0
000000372691.txt,1,0,0,0,0,1,0
000000124765.txt,1,0,1,0,3,0,1
000000335090.txt,0,0,0,0,0,1,0
000000354853.txt,0,0,1,0,0,0,2
000000119166.txt,1,0,1,0,1,0,2
000000115404.txt,0,3,0,0,0,0,0
000000563070.txt,1,0,0,0,1,0,0
000000396350.txt,1,0,0,0,3,0,0
000000574114.txt,0,0,0,0,0,0,1
000000322831.txt,0,0,0,0,0,1,0
000000396404.txt,0,0,1,0,0,0,0
000000373278.txt,1,0,0,0,0,1,0
000000054448.txt,0,0,1,0,0,0,2
000000299488.txt,0,0,1,0,0,0,0
000000047267.txt,1,0,0,0,0,1,0
000000341503.txt,0,0,1,0,0,0,1
000000482049.txt,1,0,0,0,2,0,0
000000372319.txt,1,0,0,0,1,0,0
000000210702.txt,1,0,0,0,0,0,1
000000409351.txt,0,0,0,0,0,1,0
000000128312.txt,0,0,1,0,0,0,0
000000037709.txt,0,0,1,0,1,0,0
000000457868.txt,1,0,1,0,0,0,1
000000461549.txt,0,0,0,0,1,0,0
000000492123.txt,0,0,1,0,0,0,1
000000078580.txt,0,0,0,0,0,0,1
000000303768.txt,0,0,1,3,0,0,2
000000471860.txt,0,0,0,0,0,4,0
000000443056.txt,1,0,0,1,0,0,0
000000561180.txt,0,0,1,0,0,1,1
000000223905.txt,1,1,0,0,0,1,0
000000444415.txt,1,0,1,1,0,0,0
000000077569.txt,0,0,0,1,0,0,0
000000019863.txt,0,0,0,0,0,1,0
000000365600.txt,0,0,0,0,0,0,1
000000060678.txt,1,1,1,0,0,0,1
000000412222.txt,1,0,0,0,3,0,3
000000197851.txt,1,0,1,0,1,0,0
000000300028.txt,1,0,1,0,0,0,2
000000030100.txt,1,0,1,0,1,0,1
000000207215.txt,1,1,1,0,0,0,0
000000022229.txt,1,0,1,0,1,0,0
000000478821.txt,0,0,1,0,0,0,0
000000449098.txt,0,1,0,0,0,0,0
000000510243.txt,0,0,0,0,0,1,0
000000254491.txt,0,2,0,0,0,0,0
000000208350.txt,0,0,1,0,0,1,0
000000549784.txt,0,0,0,1,0,0,0
000000189101.txt,1,0,0,0,0,1,0
000000356060.txt,1,8,1,0,0,0,3
000000147195.txt,1,0,1,0,1,0,0
000000048394.txt,0,0,1,0,0,0,0
000000537074.txt,0,0,0,0,0,6,0
000000461917.txt,1,0,1,0,0,0,1
000000217846.txt,0,0,1,0,1,0,0
000000239988.txt,1,0,0,4,0,0,0
000000353220.txt,0,0,1,0,0,0,0
000000276703.txt,0,0,1,0,0,0,1
000000359029.txt,1,1,0,0,0,0,0
000000018783.txt,1,1,1,0,0,0,0
000000231163.txt,1,0,0,0,0,1,0
000000550303.txt,1,0,0,0,0,1,0
000000514801.txt,1,0,1,0,0,0,1
000000022683.txt,1,0,0,1,0,0,0
000000358429.txt,1,1,1,0,0,0,0
000000021136.txt,0,0,0,0,3,0,1
000000418609.txt,1,0,1,0,1,0,1
000000246233.txt,0,0,0,0,0,0,1
000000216921.txt,1,0,1,0,1,0,0
000000092765.txt,0,0,1,0,0,0,1
000000304520.txt,1,0,0,13,9,0,0
000000017267.txt,1,2,1,0,0,0,1
000000319654.txt,1,0,0,1,0,0,1
000000161144.txt,0,0,1,0,0,0,0
000000191729.txt,1,0,0,0,0,0,1
000000472484.txt,1,0,0,0,0,1,0
000000020777.txt,1,0,0,0,0,0,4
000000060990.txt,0,0,0,0,0,1,0
000000150197.txt,1,11,0,0,0,0,0
000000330109.txt,1,0,0,1,0,0,0
000000385675.txt,0,0,0,0,0,0,1
000000211246.txt,1,0,0,0,2,0,0
000000189975.txt,0,0,0,1,0,0,0
000000292661.txt,1,1,0,0,0,0,0
000000260175.txt,1,0,0,0,0,2,0
000000303387.txt,0,0,1,0,0,0,0
000000162087.txt,1,0,0,0,0,0,1
000000490888.txt,0,3,0,0,0,1,0
000000481550.txt,1,0,0,0,1,0,0
000000208333.txt,1,1,1,0,0,0,0
000000519696.txt,1,0,0,7,0,0,1
000000406103.txt,0,0,1,0,0,0,3
000000353409.txt,1,0,1,13,0,0,5
000000573214.txt,1,0,1,1,0,0,0
000000188068.txt,0,0,0,1,0,0,0
000000431340.txt,0,0,1,0,0,0,2
000000122354.txt,1,0,1,0,0,0,1
000000471488.txt,1,0,1,1,0,0,0
000000337666.txt,0,0,0,0,0,1,0
000000565438.txt,1,1,1,0,0,0,0
000000121162.txt,1,0,0,1,0,0,0
000000541832.txt,1,0,1,2,0,0,1
000000262136.txt,0,1,0,0,0,0,0
000000564865.txt,0,0,0,0,0,1,0
000000054308.txt,0,0,0,0,0,1,0
000000484341.txt,0,0,1,0,0,0,1
000000327766.txt,0,0,0,0,0,0,1
000000279377.txt,0,0,1,0,0,0,0
000000211963.txt,0,0,1,0,0,0,2
000000205782.txt,1,0,0,0,1,0,0
000000203062.txt,0,0,1,0,0,0,1
000000450581.txt,1,0,0,2,0,0,0
000000155488.txt,1,0,1,0,0,0,1
000000028115.txt,0,0,1,0,0,1,0
000000159640.txt,1,0,0,0,0,2,0
000000321195.txt,0,0,1,0,0,0,1
000000405862.txt,1,0,0,0,0,0,1
000000465395.txt,1,0,0,0,0,0,1
000000163054.txt,0,0,0,0,0,0,1
000000176091.txt,1,0,0,0,0,0,1
000000391895.txt,1,1,0,1,0,0,0
000000174420.txt,1,0,0,0,0,1,0
000000414624.txt,1,0,1,0,1,0,0
000000335804.txt,0,0,0,0,0,1,0
000000219905.txt,0,0,1,0,0,0,2
000000581539.txt,1,0,1,0,1,0,0
000000548240.txt,0,0,1,0,0,0,1
000000291538.txt,0,0,0,0,1,0,0
000000127855.txt,0,0,0,1,0,0,0
000000479095.txt,1,0,0,1,0,0,0
000000090640.txt,1,2,1,0,0,0,0
000000222926.txt,1,0,0,0,0,1,0
000000156969.txt,1,1,0,0,0,0,0
000000120412.txt,1,0,1,0,1,0,2
000000239000.txt,0,0,0,1,0,0,0
000000437485.txt,1,1,0,0,0,0,0
000000312446.txt,0,0,0,0,0,0,1
000000163273.txt,1,0,0,0,0,0,1
000000559252.txt,0,0,1,0,0,0,0
000000310053.txt,0,0,1,0,0,0,6
000000430739.txt,1,0,0,1,0,0,0
000000532175.txt,0,2,1,0,0,0,0
000000199956.txt,0,0,1,0,0,0,0
000000161185.txt,0,0,0,0,0,1,0
000000262197.txt,1,0,1,0,0,0,1
000000166503.txt,1,0,1,0,3,0,0
000000277227.txt,0,0,1,0,0,0,0
000000259265.txt,1,0,1,0,0,0,1
000000070236.txt,1,0,1,0,1,0,2
000000327761.txt,1,0,0,0,0,0,1
000000104381.txt,0,0,1,0,0,0,0
000000411384.txt,0,0,1,1,0,0,1
000000131666.txt,0,0,0,0,0,0,3
000000350309.txt,1,0,0,0,2,0,0
000000523224.txt,1,0,1,0,1,0,0
000000228647.txt,1,0,1,0,0,0,1
000000353402.txt,0,0,0,0,0,1,0
000000441045.txt,0,0,1,0,0,0,0
000000550670.txt,1,0,1,0,1,0,0
000000060483.txt,0,0,1,0,0,0,0
000000303408.txt,0,10,0,0,0,0,0
000000141923.txt,1,0,0,0,0,0,1
000000085482.txt,0,0,1,0,0,0,0
000000353561.txt,1,0,1,1,0,0,0
000000153421.txt,0,0,0,0,1,0,0
000000071881.txt,1,0,0,0,2,0,3
000000412184.txt,1,0,1,0,0,0,1
000000028955.txt,1,0,0,1,0,0,0
000000237428.txt,1,1,0,0,0,0,0
000000460880.txt,1,0,0,0,0,0,3
000000446974.txt,0,0,1,0,0,0,0
000000540774.txt,1,0,0,0,0,0,1
000000437607.txt,0,0,0,0,0,2,0
000000011304.txt,0,0,0,0,0,1,0
000000170785.txt,1,0,0,0,0,0,2
000000324689.txt,0,0,1,0,0,0,0
000000445371.txt,0,0,1,0,0,0,0
000000422653.txt,1,0,0,0,0,1,0
000000192114.txt,1,0,0,3,2,0,0
000000157112.txt,1,0,1,3,0,0,2
000000363173.txt,1,0,1,0,0,0,1
000000127809.txt,0,0,1,0,0,0,0
000000445606.txt,1,0,1,0,1,0,0
000000140445.txt,1,2,0,0,0,0,0
000000013372.txt,0,0,1,0,0,0,0
000000526701.txt,0,0,1,0,0,0,9
000000397461.txt,1,0,0,5,0,0,0
000000148910.txt,0,0,0,0,0,1,1
000000172361.txt,1,0,0,0,1,0,0
000000330100.txt,1,0,0,0,0,1,0
000000372087.txt,1,0,0,0,0,1,0
000000260443.txt,0,0,1,0,0,0,0
000000200056.txt,1,0,0,3,0,0,0
000000444560.txt,1,0,0,11,0,0,0
000000509217.txt,0,0,0,0,2,0,0
000000210580.txt,1,0,0,1,0,0,0
000000127405.txt,1,1,0,0,0,0,0
000000186246.txt,1,0,0,0,0,1,0
000000470840.txt,0,0,0,0,0,1,0
000000211978.txt,1,0,0,0,0,0,1
000000235905.txt,1,0,1,0,3,0,0
000000476701.txt,1,0,1,0,3,0,1
000000128262.txt,0,0,0,0,1,0,0
000000237186.txt,1,0,0,0,0,0,1
000000222036.txt,1,0,0,0,0,0,1
000000107225.txt,0,0,1,0,0,0,1
000000421658.txt,0,0,1,0,0,0,0
000000456629.txt,0,0,1,0,5,0,3
000000505862.txt,1,0,0,0,0,0,1
000000537258.txt,1,0,1,6,0,0,0
000000306866.txt,1,11,1,0,0,0,1
000000264473.txt,0,0,1,0,0,0,0
000000459524.txt,1,3,0,0,0,0,0
000000178935.txt,0,0,0,0,0,1,0
000000509098.txt,1,0,0,2,0,0,0
000000337796.txt,1,0,1,0,1,0,0
000000123721.txt,1,0,1,0,0,1,0
000000044160.txt,0,0,0,0,0,1,0
000000559986.txt,1,0,0,0,0,1,0
000000295398.txt,0,0,0,0,0,0,1
000000215738.txt,1,1,0,3,0,0,4
000000367742.txt,1,0,0,0,0,1,0
000000136700.txt,1,0,0,0,0,0,1
000000087672.txt,1,0,0,0,0,0,1
000000288607.txt,1,0,0,0,2,0,0
000000346817.txt,1,0,1,1,1,0,3
000000404877.txt,1,0,0,0,0,0,3
000000216301.txt,0,0,0,0,0,3,0
000000531049.txt,0,0,0,0,0,1,0
000000490978.txt,0,0,1,0,0,0,0
000000447688.txt,0,0,1,0,0,0,0
000000320171.txt,0,0,1,0,0,0,0
000000078075.txt,0,0,1,0,0,0,2
000000573195.txt,0,0,1,0,0,0,0
000000045621.txt,1,0,0,0,0,0,1
000000183554.txt,1,0,1,0,4,0,0
000000024343.txt,1,0,1,2,0,0,0
000000499360.txt,1,0,1,0,1,0,0
000000470621.txt,1,0,0,0,0,0,1
000000064744.txt,1,0,0,1,0,0,0
000000117060.txt,0,0,1,0,0,0,1
000000290246.txt,1,0,0,1,0,0,0
000000463633.txt,0,0,1,0,0,0,0
000000020613.txt,0,0,1,0,0,0,0
000000521874.txt,1,0,0,0,0,1,0
000000144746.txt,0,0,1,1,0,0,0
000000239509.txt,1,0,0,1,0,0,0
000000282097.txt,0,0,0,0,1,0,0
000000349363.txt,1,0,1,0,0,0,3
000000373414.txt,1,0,0,0,1,0,0
000000485945.txt,1,0,0,0,1,0,1
000000261471.txt,1,0,1,13,1,0,0
000000392315.txt,0,0,1,0,0,0,1
000000562805.txt,1,0,0,0,3,0,0
000000337262.txt,1,2,1,0,1,1,0
000000138730.txt,0,0,0,0,0,0,1
000000052035.txt,0,0,0,0,0,0,1
000000571821.txt,0,0,1,0,1,0,0
000000549617.txt,1,1,0,0,0,0,0
000000254212.txt,1,1,0,0,0,0,0
000000530132.txt,1,0,0,0,3,0,0
000000188805.txt,0,0,1,0,0,0,0
000000355054.txt,0,0,0,0,0,1,0
000000322059.txt,1,0,0,0,0,0,1
000000570618.txt,0,0,0,0,0,1,0
000000404183.txt,0,0,0,0,3,0,0
000000511236.txt,0,0,1,0,0,0,0
000000472089.txt,1,0,1,0,1,0,0
000000566501.txt,1,0,0,0,0,1,0
000000066520.txt,1,0,0,1,0,0,0
000000373637.txt,0,0,1,0,1,0,0
000000515928.txt,1,1,0,0,0,0,0
000000571848.txt,1,0,1,1,0,0,3
000000413419.txt,0,1,1,0,0,0,1
000000004376.txt,1,1,1,2,0,0,1
000000171753.txt,0,1,0,0,0,0,0
000000331904.txt,0,0,0,0,0,1,0
000000428067.txt,0,0,0,0,0,0,1
000000471572.txt,1,9,0,0,0,0,0
000000379448.txt,0,0,1,0,0,0,0
000000217131.txt,0,0,0,0,0,0,1
000000549119.txt,1,0,1,0,1,0,0
000000041606.txt,1,0,1,0,0,0,1
000000055469.txt,0,0,0,2,0,0,0
000000392659.txt,1,1,0,0,0,0,0
000000076476.txt,0,0,1,0,0,0,0
000000211863.txt,1,1,0,0,0,0,0
000000352478.txt,1,1,0,0,0,0,0
000000183734.txt,0,0,1,0,0,0,1
000000195837.txt,1,0,0,0,0,0,1
000000062216.txt,0,0,0,13,0,0,0
000000408475.txt,0,0,1,0,0,0,0
000000354839.txt,1,0,0,0,0,0,2
000000189850.txt,1,0,1,0,0,0,1
000000217197.txt,0,0,0,0,0,1,0
000000223121.txt,0,0,0,0,0,0,4
000000396958.txt,1,1,0,0,0,1,0
000000441116.txt,1,0,0,0,0,1,0
000000458857.txt,1,0,0,1,0,0,1
000000462988.txt,1,0,0,0,0,0,1
000000033841.txt,1,0,0,0,0,0,2
000000214319.txt,1,0,0,0,0,0,2
000000020172.txt,1,1,0,0,0,1,0
000000110026.txt,0,0,1,0,0,0,0
000000105853.txt,1,3,1,0,0,0,2
000000107800.txt,1,0,0,0,0,1,0
000000502197.txt,1,0,0,0,1,0,1
000000006153.txt,0,0,0,0,0,1,0
000000240119.txt,0,0,0,0,0,0,3
000000438081.txt,1,1,0,0,0,0,0
000000558387.txt,1,0,0,13,0,0,0
000000516740.txt,0,0,0,0,0,1,0
000000115226.txt,1,0,1,0,1,0,0
000000281994.txt,0,0,1,0,0,0,2
000000181359.txt,1,0,0,0,0,0,1
000000471927.txt,1,0,0,0,0,0,1
000000240589.txt,0,0,1,0,0,0,1
000000203061.txt,0,0,0,0,0,0,3
000000551446.txt,1,0,0,0,0,0,1
000000310442.txt,1,1,0,0,0,0,0
000000426061.txt,0,0,0,0,0,1,0
000000282741.txt,0,0,0,0,0,1,0
000000073192.txt,1,0,1,0,1,0,0
000000449152.txt,0,3,1,0,0,0,0
000000188696.txt,0,0,0,0,0,0,2
000000239502.txt,0,0,0,0,0,1,0
000000212288.txt,1,0,0,0,0,0,1
000000463600.txt,0,0,0,0,0,0,1
000000407150.txt,0,0,1,0,0,0,0
000000214295.txt,0,0,1,0,0,0,0
000000239355.txt,1,0,1,1,0,0,0
000000104711.txt,1,0,0,5,0,0,0
000000288569.txt,0,0,0,0,0,1,0
000000257382.txt,0,0,0,0,1,0,0
000000019904.txt,1,0,0,2,0,0,0
000000508985.txt,0,0,1,3,1,0,3
000000557191.txt,1,0,1,0,1,0,0
000000104647.txt,0,0,0,8,0,0,0
000000055629.txt,1,1,0,0,0,0,0
000000318574.txt,1,4,0,0,0,0,0
000000143221.txt,0,0,1,0,0,0,0
000000544272.txt,1,0,0,1,0,0,0
000000179544.txt,0,0,0,0,0,5,0
000000392971.txt,1,2,1,0,0,0,0
000000469840.txt,1,0,0,1,0,0,0
000000230522.txt,1,1,1,0,0,0,1
000000069827.txt,1,0,0,0,0,0,1
000000016496.txt,0,0,0,13,0,0,0
000000215481.txt,1,0,0,0,4,0,0
000000562623.txt,1,0,0,0,0,0,1
000000394251.txt,1,0,0,0,0,0,3
000000117366.txt,1,0,0,0,0,0,1
000000128998.txt,1,0,0,2,0,0,0
000000217241.txt,0,0,1,0,0,0,1
000000420485.txt,0,0,1,0,0,1,0
000000372163.txt,1,0,1,4,0,0,1
000000049952.txt,1,0,0,0,1,0,0
000000531647.txt,1,0,1,13,1,0,0
000000521972.txt,1,2,0,0,0,0,0
000000165707.txt,1,2,1,0,1,0,0
000000500954.txt,1,0,1,0,0,0,1
000000532471.txt,1,0,0,0,1,0,0
000000235644.txt,0,0,1,0,0,2,0
000000483374.txt,1,0,0,0,0,1,0
000000397925.txt,0,0,0,0,1,0,0
000000335181.txt,1,0,1,0,0,0,1
000000507113.txt,0,0,1,0,0,0,0
000000199695.txt,0,0,0,0,0,1,0
000000239792.txt,1,2,0,0,0,0,0
000000234197.txt,0,0,1,0,0,0,0
000000139549.txt,1,0,1,0,1,0,1
000000403542.txt,1,0,0,0,1,0,0
000000308589.txt,1,0,0,0,0,0,1
000000222305.txt,1,0,0,0,0,1,0
000000207074.txt,1,2,1,0,0,0,0
000000229449.txt,1,0,0,1,0,0,0
000000234900.txt,1,0,1,0,0,0,1
000000487555.txt,1,0,0,0,0,0,2
000000138317.txt,0,0,0,0,0,1,0
000000217007.txt,0,0,1,0,0,0,0
000000331203.txt,0,0,0,0,0,2,0
000000467432.txt,1,0,0,0,2,0,0
000000278796.txt,1,0,1,0,0,0,1
000000451893.txt,1,0,1,0,0,0,2
000000470206.txt,0,0,1,0,0,0,0
000000465266.txt,0,0,1,0,0,0,0
000000542301.txt,1,0,0,0,0,0,1
000000143699.txt,1,0,0,0,1,0,0
000000330573.txt,1,1,1,0,0,0,0
000000534511.txt,1,1,0,0,0,0,0
000000128833.txt,1,0,1,0,1,0,0
000000274574.txt,0,0,1,0,0,0,0
000000578788.txt,1,0,1,0,0,0,1
000000085700.txt,1,0,1,0,0,0,1
000000342814.txt,1,0,0,0,4,0,0
000000014733.txt,0,0,1,1,0,0,0
000000009845.txt,1,0,0,0,1,0,0
000000530037.txt,1,1,0,0,0,0,0
000000050204.txt,1,0,0,0,0,0,1
000000529258.txt,0,0,1,0,0,0,1
000000021981.txt,0,0,0,1,0,0,2
000000067515.txt,1,0,1,0,0,1,0
000000233644.txt,1,0,1,0,0,0,1
000000442942.txt,1,0,0,0,0,1,0
000000348186.txt,0,0,1,0,0,0,3
000000275532.txt,0,0,0,0,1,0,0
000000556101.txt,1,0,0,0,1,0,0
000000157519.txt,1,1,0,0,1,0,0
000000370337.txt,0,0,1,0,1,0,0
000000433151.txt,1,0,1,0,0,0,1
000000367761.txt,0,0,0,0,1,0,0
000000257232.txt,1,0,0,0,1,0,0
000000210431.txt,1,1,0,0,0,0,0
000000142981.txt,1,0,0,0,0,0,1
000000046059.txt,0,2,1,0,0,0,0
000000468263.txt,1,0,0,1,0,0,0
000000365187.txt,1,0,0,0,1,0,0
000000216952.txt,0,0,1,0,13,0,2
000000335451.txt,0,0,0,0,1,0,0
000000101180.txt,0,0,1,0,0,0,0
000000204216.txt,0,0,0,0,0,2,0
000000556345.txt,0,0,1,0,1,0,3
000000303879.txt,1,1,0,0,1,0,0
000000491290.txt,0,0,1,0,0,0,1
000000394783.txt,0,1,0,0,0,0,0
000000471453.txt,0,0,0,0,0,0,1
000000225253.txt,0,0,0,0,0,2,0
000000168430.txt,0,0,0,0,0,1,0
000000438220.txt,1,0,0,0,0,1,0
000000053740.txt,1,0,0,0,1,0,0
000000347878.txt,0,0,1,0,0,0,1
000000372234.txt,0,0,0,0,0,1,0
000000413996.txt,0,0,1,0,0,0,1
000000138040.txt,1,0,0,0,1,0,1
000000312153.txt,0,0,1,0,1,0,4
000000295308.txt,1,1,0,0,0,0,0
000000395765.txt,0,0,0,0,1,0,0
000000420287.txt,0,0,1,0,0,0,0
000000379308.txt,1,0,0,0,1,0,0
000000373712.txt,1,0,0,1,0,0,0
000000521059.txt,0,3,1,0,0,0,1
000000335336.txt,1,0,1,8,4,0,0
000000007740.txt,0,0,1,0,0,0,0
000000114235.txt,1,0,0,0,0,1,0
000000425131.txt,1,0,1,1,0,0,3
000000061524.txt,0,0,1,0,0,0,0
000000335747.txt,1,0,0,2,0,0,0
000000514997.txt,1,0,1,0,1,0,0
000000232262.txt,0,0,1,1,0,0,6
000000248834.txt,0,0,1,0,0,0,0
000000043912.txt,1,1,1,0,0,0,5
000000209768.txt,1,0,0,0,0,1,0
000000252994.txt,1,1,0,0,0,0,0
000000219117.txt,1,0,0,0,0,2,0
000000139214.txt,1,0,1,0,1,0,0
000000293785.txt,0,0,1,0,0,0,1
000000155652.txt,1,13,0,0,0,0,1
000000369470.txt,0,0,1,0,0,0,0
000000090751.txt,1,0,0,0,2,0,0
000000522269.txt,0,6,0,0,0,0,0
000000509584.txt,1,0,1,2,0,0,0
000000075061.txt,0,0,0,0,0,1,0
000000487167.txt,1,0,1,0,1,0,0
000000218765.txt,0,0,0,0,0,0,1
000000052826.txt,0,0,1,0,0,0,0
000000094544.txt,1,0,0,0,0,0,1
000000204279.txt,1,1,1,0,0,0,0
000000142418.txt,1,2,0,0,0,0,0
000000157539.txt,1,0,1,1,4,0,3
000000150410.txt,1,0,0,0,0,0,1
000000170902.txt,0,0,1,4,0,0,2
000000032533.txt,1,1,1,1,1,0,0
000000564015.txt,1,0,0,0,2,0,0
000000438968.txt,0,0,0,0,0,1,0
000000067078.txt,1,0,0,1,0,0,0
000000174329.txt,0,0,0,0,0,1,0
000000484028.txt,1,1,0,0,0,0,0
000000045634.txt,0,0,0,0,0,0,1
000000193621.txt,0,1,0,0,0,0,0
000000526514.txt,1,1,1,2,0,0,3
000000240764.txt,0,0,1,0,0,0,0
000000490582.txt,1,0,0,1,0,0,0
000000217290.txt,0,0,1,0,5,0,0
000000476279.txt,1,0,0,0,0,1,0
000000149927.txt,0,0,0,0,0,2,0
000000502863.txt,0,0,0,0,0,0,1
000000538255.txt,0,0,0,0,1,0,0
000000495519.txt,1,0,0,0,0,0,1
000000092869.txt,1,0,0,0,0,0,1
000000298004.txt,0,0,0,0,0,1,0
000000238982.txt,1,4,1,1,1,0,0
000000036041.txt,1,0,0,2,0,0,0
000000384402.txt,1,0,0,1,0,0,0
000000461236.txt,0,0,1,0,0,1,0
000000533889.txt,1,0,1,3,1,0,0
000000067220.txt,1,0,1,1,1,0,0
000000543112.txt,0,0,1,0,0,0,0
000000224869.txt,1,0,1,2,0,0,0
000000559218.txt,0,0,1,0,0,0,0
000000247247.txt,0,2,0,0,0,0,0
000000019523.txt,1,1,0,0,1,0,0
000000048670.txt,1,0,1,0,1,0,1
000000539072.txt,1,5,0,0,0,0,0
000000438751.txt,0,0,0,0,0,0,1
000000071239.txt,0,0,0,1,0,0,0
000000340244.txt,0,0,0,2,0,0,0
000000187349.txt,1,0,1,0,0,0,1
000000005965.txt,0,0,0,1,0,0,0
000000278347.txt,1,0,0,1,0,0,0
000000403064.txt,0,0,1,0,0,0,0
000000097599.txt,0,0,0,0,0,1,0
000000184980.txt,1,0,1,0,3,1,0
000000011631.txt,0,0,0,1,0,0,0
000000354994.txt,1,0,0,0,0,0,1
000000439482.txt,0,0,0,0,0,0,1
000000402650.txt,1,0,1,0,0,0,1
000000263866.txt,0,0,0,0,0,1,0
000000529907.txt,0,0,0,0,0,1,0
000000012892.txt,0,0,1,0,1,0,0
000000223621.txt,0,0,0,0,0,1,0
000000032301.txt,0,0,1,0,0,0,0
000000561500.txt,0,2,0,1,0,0,0
000000243038.txt,0,0,0,0,0,1,0
000000107425.txt,1,2,1,0,0,0,3
000000519985.txt,0,0,0,0,1,0,0
000000280484.txt,0,0,1,0,0,0,1
000000560576.txt,1,0,0,0,0,0,1
000000442681.txt,1,0,1,0,1,2,0
000000188771.txt,0,0,0,0,0,1,0
000000290952.txt,0,0,0,0,0,1,0
000000563798.txt,1,0,1,0,0,1,1
000000118710.txt,0,0,0,0,1,0,0
000000457085.txt,0,0,1,0,0,0,0
000000230976.txt,0,0,1,0,0,0,0
000000327491.txt,0,0,0,0,0,1,0
000000556653.txt,0,0,0,0,0,1,0
000000140783.txt,0,0,1,0,2,0,0
000000012109.txt,1,0,1,1,0,0,0
000000335463.txt,0,0,1,0,0,0,1
000000031451.txt,0,0,1,0,0,0,0
000000510617.txt,0,0,0,0,2,0,1
000000199990.txt,1,0,0,0,0,1,0
000000508939.txt,1,1,0,3,0,0,0
000000346583.txt,0,0,1,0,0,0,0
000000010732.txt,1,0,1,2,0,0,0
000000035211.txt,1,1,0,0,0,0,0
000000404504.txt,1,0,1,0,0,0,3
000000253260.txt,0,0,1,1,0,0,1
000000008564.txt,0,0,1,0,0,0,4
000000196676.txt,1,3,0,2,0,0,0
000000359830.txt,1,0,0,0,0,1,0
000000084103.txt,0,0,0,0,0,2,0
000000412734.txt,1,0,1,0,0,0,1
000000249906.txt,0,0,0,0,0,1,0
000000429174.txt,0,0,1,0,0,0,0
000000393542.txt,0,1,0,0,0,0,0
000000235832.txt,1,0,1,2,0,0,1
000000060576.txt,1,0,0,0,0,0,3
000000327988.txt,0,0,0,0,0,0,1
000000186175.txt,1,0,1,0,0,0,1
000000413956.txt,1,1,1,0,1,0,0
000000119357.txt,0,0,1,0,0,0,1
000000200777.txt,1,0,0,0,1,0,0
000000041233.txt,1,0,1,0,0,0,3
000000275631.txt,1,0,1,0,2,0,1
000000258761.txt,1,0,0,1,0,0,0
000000101476.txt,0,0,1,0,0,0,1
000000556748.txt,1,0,0,0,1,0,0
000000110881.txt,1,1,1,2,0,0,0
000000134537.txt,1,0,1,1,1,0,1
000000186956.txt,0,0,0,0,0,1,0
000000197420.txt,0,0,0,0,0,1,0
000000091536.txt,0,0,0,0,1,0,0
000000163727.txt,1,0,1,0,0,0,1
000000054133.txt,0,0,1,0,0,0,1
000000354616.txt,0,0,1,0,1,0,0
000000056928.txt,1,0,1,0,0,0,3
